AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,bug
3.0,3.0,3.0,1.0,15.0,0.0,15.0,0.0,17.0,1.0,16.0,4.0,8.0,0.0,10.0,13.0,7.0,6.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,0
1.0,1.0,1.0,1.0,11.0,1.0,10.0,0.0,46.0,8.0,37.0,20.0,13.0,1.0,18.0,22.0,11.0,11.0,2.0,2.0,2.0,0.03,3.0,3.0,3.0,2.0,1
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,52.0,5.0,47.0,17.0,21.0,0.0,16.0,24.0,10.0,14.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,1
3.0,3.0,3.0,1.0,19.0,1.0,15.0,2.0,98.0,12.0,65.0,24.0,25.0,21.0,47.0,54.0,29.0,25.0,12.0,12.0,12.0,0.32,15.0,15.0,15.0,7.0,1
4.0,4.0,5.0,2.0,23.0,2.0,18.0,2.0,118.0,15.0,78.0,25.0,36.0,25.0,43.0,59.0,25.0,34.0,11.0,11.0,15.0,0.32,17.0,17.0,22.0,9.0,1
1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,208.0,19.0,122.0,55.0,50.0,69.0,40.0,57.0,28.0,29.0,3.0,3.0,3.0,0.57,15.0,15.0,15.0,12.0,0
1.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,40.0,6.0,32.0,10.0,15.0,2.0,16.0,23.0,9.0,14.0,3.0,3.0,6.0,0.06,7.0,7.0,10.0,4.0,0
1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,31.0,5.0,26.0,9.0,11.0,0.0,14.0,18.0,7.0,11.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,0
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
7.0,7.0,9.0,1.0,31.0,1.0,29.0,1.0,420.0,26.0,297.0,46.0,187.0,97.0,169.0,232.0,49.0,183.0,11.0,11.0,29.0,0.33,70.0,70.0,90.0,10.0,0
1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,214.0,30.0,142.0,39.0,75.0,43.0,71.0,98.0,38.0,60.0,2.0,2.0,14.0,0.3,27.0,27.0,42.0,25.0,0
2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,203.0,22.0,154.0,41.0,80.0,28.0,86.0,126.0,39.0,87.0,8.0,8.0,8.0,0.18,39.0,39.0,41.0,23.0,1
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,22.0,6.0,16.0,7.0,4.0,0.0,5.0,9.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,0
2.0,2.0,2.0,2.0,19.0,1.0,16.0,1.0,363.0,39.0,252.0,102.0,112.0,76.0,119.0,156.0,72.0,84.0,10.0,10.0,10.0,0.3,41.0,39.0,41.0,30.0,1
3.0,3.0,3.0,1.0,17.0,3.0,14.0,0.0,47.0,11.0,35.0,13.0,15.0,6.0,18.0,23.0,10.0,13.0,4.0,4.0,4.0,0.17,6.0,6.0,6.0,2.0,0
3.0,3.0,5.0,3.0,16.0,1.0,13.0,1.0,37.0,5.0,28.0,8.0,13.0,4.0,13.0,19.0,8.0,11.0,6.0,6.0,10.0,0.14,7.0,7.0,11.0,6.0,0
2.0,2.0,3.0,2.0,12.0,0.0,12.0,0.0,28.0,2.0,25.0,12.0,8.0,1.0,14.0,20.0,12.0,8.0,4.0,4.0,6.0,0.04,5.0,5.0,7.0,5.0,0
3.0,3.0,3.0,2.0,24.0,3.0,18.0,3.0,308.0,41.0,171.0,62.0,77.0,111.0,100.0,125.0,57.0,68.0,6.0,6.0,6.0,0.65,30.0,30.0,31.0,18.0,0
2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,113.0,13.0,65.0,26.0,23.0,35.0,44.0,52.0,30.0,22.0,4.0,4.0,4.0,0.54,15.0,15.0,15.0,6.0,1
1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,208.0,19.0,122.0,55.0,50.0,69.0,40.0,57.0,28.0,29.0,3.0,3.0,3.0,0.57,15.0,15.0,15.0,12.0,0
4.0,4.0,5.0,2.0,27.0,1.0,23.0,2.0,154.0,13.0,120.0,49.0,47.0,22.0,79.0,97.0,51.0,46.0,6.0,6.0,7.0,0.18,23.0,23.0,25.0,13.0,1
1.0,1.0,1.0,1.0,12.0,0.0,12.0,1.0,30.0,3.0,24.0,11.0,8.0,4.0,14.0,17.0,9.0,8.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,105.0,16.0,87.0,26.0,42.0,2.0,49.0,71.0,26.0,45.0,4.0,4.0,4.0,0.02,21.0,21.0,21.0,14.0,0
1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,44.0,6.0,30.0,15.0,10.0,8.0,17.0,21.0,11.0,10.0,1.0,1.0,1.0,0.27,4.0,4.0,4.0,4.0,0
1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,16.0,4.0,6.0,4.0,0.0,6.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3.0,2.0,3.0,2.0,12.0,0.0,11.0,1.0,27.0,0.0,26.0,5.0,16.0,2.0,12.0,16.0,4.0,12.0,5.0,3.0,5.0,0.08,6.0,4.0,6.0,5.0,0
