project,cls_boot,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
camel-1.2,RandomForestClassifier(random_state=0)0,2.7625969606410726e-05,4.784237849549289e-05,0.0,-0.00437304949957038,0.007385963227640842,0.0029776886153971825,0.019398746250287688,0.023177623382280937,0.0018750801926146067,0.0017142635151102458,9.275768772083027e-05,1.9840176357170946e-05,1.1022320198428304e-05,0.03150629307632341,0.00791703289320305,0.0,0.0,3.325414026452034e-05,0.0,0.0007243605331767933
camel-1.2,RandomForestClassifier(random_state=0)1,0.00010044268381119714,-0.008549399005689242,0.003430580993954391,0.005312659435658387,0.0019061454838709179,0.00017929473122051842,0.010160515301209792,0.01934683957890452,-0.0010268463442653264,0.0014818808914475446,-0.020029269287391543,0.0,0.002406689260125079,0.001790085177945402,0.011541417682492745,0.0,0.000371733529628262,-0.02140350064738811,0.0023359630453451885,0.008017031899120201
camel-1.2,RandomForestClassifier(random_state=0)2,-0.008012857089045134,-0.0011251242546416274,0.0012444270087222887,-0.004990521477881899,-0.007815822460209114,-0.007029635170058883,0.005098232039389869,0.00631082069216522,-0.008395840605951136,-0.0021268429407198352,-0.008796855937441178,0.0,3.4772529701552205e-05,0.018609433462072052,-0.008593789481682691,0.0,-0.0005824303090987116,-0.0016282888668106565,0.00011484076271930376,0.0008119369909324714
camel-1.2,RandomForestClassifier(random_state=0)3,-0.004289813486370165,0.0,0.0013532586688651139,-0.0005056152209018672,-0.004285930745154864,-0.002331870342754434,0.014395957710759131,0.02295157141465614,-0.002917255043312541,4.235952639513041e-05,0.00011802112125973263,4.426278334697109e-05,0.00038645512668718853,0.013349396111551521,0.004040098824013789,0.0,0.0,-0.0008381563196271191,0.0,-0.00034180940606455936
camel-1.2,RandomForestClassifier(random_state=0)4,1.931807205641789e-05,-0.009007901668129908,0.002082357420274321,0.011931157349306267,-0.0036266889141364756,-0.0009601081812035028,0.013628466286869036,0.00815166068042887,0.0005790705343552771,-0.0010966007257244392,-0.005758089463386589,0.0,-0.0042532807757306125,0.017395531316246146,0.011982682145866858,0.0,-0.0011658360852022521,-0.007985616055140178,-0.0007368886721945467,0.005439134510922399
camel-1.2,RandomForestClassifier(random_state=0)5,0.0,0.0,0.00494899415263502,0.003403556590118244,0.0,0.0,0.0477176265577213,0.05151962092366505,0.0022998033616007164,0.0,0.00096812319805196,0.0,0.00018604651162790642,0.016417025853779674,0.00613455990556576,0.0,0.0,0.0013181556887928948,0.00037037037037037203,0.0005581395348837193
camel-1.2,RandomForestClassifier(random_state=0)6,0.0010090858332064423,0.0,0.005000258839132576,0.0,0.02265098732398599,0.0006081323430578766,0.028158040887193717,0.028227460334752572,0.01704317441447442,0.0014317968107543865,0.003891296403074733,0.0,0.0,0.010725895992144623,0.017168742113936753,0.0,0.0010020100502512585,0.0006451987909788449,0.00060606060606061,0.020673286035927198
camel-1.2,RandomForestClassifier(random_state=0)7,0.0,0.0026212101268044117,0.0,0.0,0.0022447457329647412,0.0,0.00760697712012651,0.010892624729649207,0.0009479188878723965,0.0,0.0017035126816985669,0.0,0.0,0.028604962175823027,0.003568099953391046,0.0,0.0,0.0003818637502848032,0.0,0.0027922573258788797
camel-1.2,RandomForestClassifier(random_state=0)8,-0.00585867677608765,-0.009281303186078099,0.0,-0.02847480670895091,-0.008463131566103925,-0.00921137207880017,0.003164508757489308,-0.007992534028478113,-0.012620475450731607,-0.01860980106332348,-0.03016227053394971,-0.022534051328237978,0.0,-0.03173859485099302,-0.0017200011486553724,0.0,-0.031719327246309874,-0.029436080019415677,0.00028119472784867485,-0.0007662889726009814
camel-1.2,RandomForestClassifier(random_state=0)9,0.0,0.0,0.0,0.011570515628473488,0.0016159874818540043,0.0,0.011491487789072923,0.006285479797495084,0.002504046743732835,0.0,0.0003595523774895959,0.0,0.0,0.0,0.027668210811100526,0.0,0.0,0.0007256647807106464,0.002139689563140883,0.011485249999141427
camel-1.2,RandomForestClassifier(random_state=0)10,1.1865327654816405e-05,0.004343037689009255,0.00020779220779223895,-0.0021983102439265467,0.0005970612149102061,2.5614990145905735e-05,0.00776626758685091,0.007146929763954835,0.000790096991519893,0.0020081369023818895,0.0005969819654030495,0.0,0.003658341536154537,0.057738905444527526,0.00232534099484083,0.0,0.0,0.001000991637325006,0.0,0.0005979461677402442
camel-1.2,RandomForestClassifier(random_state=0)11,0.0017134250876673107,1.254455104047203e-05,0.0013324298828830815,0.0029397767036900293,0.003375041878414793,0.003211258609512706,0.008283754496903434,0.002790951908932633,4.471072163103607e-06,0.002664966978232184,6.788376876635028e-05,2.5106256980746978e-05,3.9567470781163296e-05,0.004369494894833043,0.01772202838224389,0.0,-8.858180529758286e-07,0.00017695361021523138,0.0013243819529894952,0.0008261072410094927
camel-1.2,RandomForestClassifier(random_state=0)12,0.0030836903546686,-0.0008160623160912727,0.011837195468798974,0.00585215100176284,0.0009624656836179745,0.0,0.011797812899452396,0.03785377406449576,0.0008052623232887024,0.0018628680795670371,0.0005703755581649172,0.0,0.002762415424839575,0.015604678531410733,0.0006908140398413831,0.0,-0.01574039072932048,-0.000584820890621791,0.0006720223029235939,-0.001941698726649248
camel-1.2,RandomForestClassifier(random_state=0)13,-0.0036960607027621073,1.9922380524906026e-05,0.0,0.004752228376422325,-0.004201680672268893,-0.002845730286344601,0.0020106715424615994,0.02412753199578821,-0.0014782395082867117,6.3822997553319996e-06,-0.0014745531611112471,0.0,0.0004999824197461456,0.00925668198123219,0.0018758616536705519,0.0,0.0,4.8694124368964256e-05,0.0,0.0019040111930576043
camel-1.2,RandomForestClassifier(random_state=0)14,0.0,0.0,0.004925473811418235,0.007579649480589552,0.0,0.0008605954254910841,0.019271751789393003,0.06051901275503914,0.001553216898044476,0.0,0.00017467248908296983,0.0,0.002581065276788217,0.012919940066284323,0.0,0.0,0.0,0.0008928785928785921,0.015050947936870958,0.01840753036042508
camel-1.2,RandomForestClassifier(random_state=0)15,-0.01611684863164544,-0.022514637527590583,0.0001338912133891057,-0.004835381350662353,-0.010049539190535169,-0.005821515152642678,0.022678389805941425,-0.00334900625746652,-0.006338340711940779,-0.02068264406593558,-0.009738427091922231,-0.021549291042440747,-0.013544373338604903,-0.008742099955414324,-0.015541839351342053,-0.02563684412845314,-0.028415568203311578,-0.027488960534190005,-0.002163007377624,0.014603688137693189
camel-1.2,RandomForestClassifier(random_state=0)16,4.270908997090039e-05,-0.0010572841623104302,-0.0003490356716163223,0.0032902995828154014,-0.0008134556494274214,0.0001240990413750831,0.00752406350762707,0.03179406026736655,-0.004828343431630464,0.00018036756933224928,0.00045547189990951864,0.0,0.00015839277279638075,0.014299139521595677,0.0007732795119393776,0.0,-0.016166911863165292,-0.008284905021672801,8.115124019099084e-05,0.0005544630447349563
camel-1.2,RandomForestClassifier(random_state=0)17,-0.027267023352297998,-0.0343836793744016,-0.0013228525860104767,-0.030999731104852882,-0.0007968704742949617,-0.017071932967583504,-0.028430421559803003,0.02711501593532262,-0.018483003118199663,-0.023125380551243267,-0.03987677410289535,-0.02357801484442333,0.0005856125821800795,-0.02436753952522712,-0.011180386483442488,-0.03266499370836415,-0.03409398073915446,-0.022328846072401553,-0.01597944295441605,-0.02758315942408516
camel-1.2,RandomForestClassifier(random_state=0)18,0.0,0.0,0.0001904761904761898,0.01679885382117898,0.002305905386174656,0.0,0.0044268643940390895,0.021282675951497132,0.0019240505260589291,0.0,0.0009624763743756892,0.0,0.0,0.038894044371844155,0.016553054759770657,0.0,0.0,0.0,0.0,0.0
camel-1.2,RandomForestClassifier(random_state=0)19,0.0003970247771045754,0.0,0.0003980099502487544,0.000201005025125629,0.0003980099502487544,0.0,0.013280309323292668,0.04816393523208587,0.001599034975874396,0.00020000000000000017,0.0,0.0,0.0,0.09476186551462933,0.000605065887299392,0.0,0.0,0.0005990149753743834,0.0011950248756218862,0.0010204294134678448
camel-1.2,RandomForestClassifier(random_state=0)20,0.0,0.0,0.0,0.012918408175656086,0.00017467248908296983,0.0010457565976836891,0.01406294030013766,0.005282800909572684,0.0,0.0,0.0,0.0,0.0,0.0005309803819647518,0.018510698656024643,0.0,0.0,0.0,0.00017467248908296983,0.00657144813256687
camel-1.2,RandomForestClassifier(random_state=0)21,0.0017160903429485285,1.7884288652414426e-06,1.8778503085035147e-05,0.004750282390989544,0.0036084526217976844,0.0022446795035776113,0.005067701169748466,0.007235336559065671,0.0002338113413393783,0.0009389923252891741,0.0008398659207304959,0.0,1.6990074219793704e-05,0.12845937913070013,0.005186408883226665,0.0,0.0,0.0013181812906426637,0.0,0.02460288454171941
camel-1.2,RandomForestClassifier(random_state=0)22,0.0,0.0,0.0,0.0042533578087315775,0.0,0.0,0.0633239756423196,0.013974960278341091,0.0,0.0,0.0,0.0,0.0,0.0339758148916939,0.01851083519089767,0.0,0.001675392670157052,0.0,0.000846572696516712,0.0039957303089019945
camel-1.2,RandomForestClassifier(random_state=0)23,0.0027915753330741344,-0.0001574901346658386,0.00017517642175176373,0.000278275371899932,0.0018830632774151379,0.0032565025777160626,0.03911971205465345,0.0268036397423002,-0.0004771639663670246,-0.007357830912140879,-0.006428074207564988,-0.010010208574122825,0.0,0.007559816118600646,0.013911136921025781,0.0,-0.01617948126770534,0.0002923191724597141,-0.0012282145564668045,0.00014397550562449178
camel-1.2,RandomForestClassifier(random_state=0)24,0.0,0.0,0.0,0.0006020100502512582,0.0,0.0,0.0,0.004430333646358404,0.0,0.0,0.0,0.0,0.00019704433497536923,0.031147200362869647,0.02337887317722468,0.0,0.0,0.0001990049751243772,0.0,0.0003912003825920607
camel-1.2,LogisticRegression(random_state=0)0,0.2720479412914689,0.04353340655769358,0.09925367413470113,0.09171994197543537,0.21355820172043238,0.01946404873470588,0.0470375327298641,0.21661273830658662,0.33438826210273137,0.029193149498623557,0.05807586702777337,0.029656609547175264,0.10585434050561109,0.28358067491612804,0.039390832716167175,0.12122335717617487,0.14960884206721065,0.049047150179254935,0.20861810948778495,0.26687524482311853
camel-1.2,LogisticRegression(random_state=0)1,0.1469952914097736,-0.025884116736838388,0.043802474759909095,-0.004169583899817861,0.055889721589665695,0.0244599521837699,0.016928109580508836,0.11126125443366497,0.2198956977965596,0.0019131375454714173,-0.01295701227709157,0.01826982654203989,0.11412669216135718,0.00023618510792480674,-0.005442322300386278,0.06669443757034285,0.14398408197881157,0.007778564902930913,0.02746052058273192,-0.0338665750894426
camel-1.2,LogisticRegression(random_state=0)2,0.1765907578812675,-9.139315204722997e-05,-0.00013570932443868867,-0.00971200796888872,0.12724203699002135,0.029764343453118503,-0.010072247572247584,0.03541662184688227,0.23994964585674602,0.0478318536969153,-0.04466367513719982,0.1657582543262811,0.11384403523887801,0.18072307695879528,-0.013647983351291092,0.11786989439102527,0.04703183453366888,0.0030414931493281073,0.0017187729422210162,0.11088735482496342
camel-1.2,LogisticRegression(random_state=0)3,0.17380568857749673,0.0020107047976246364,0.10545167511696288,0.0001622849724115616,0.024217681237243553,0.03836563604227602,0.0,-0.0062013956507627425,0.21785601010146188,0.0016087249209612241,0.016635949108414053,0.1077133779173179,0.03226172918058319,0.12015364079863328,0.008635672796354315,0.12576495217181208,0.07541016082190277,0.024305719132871148,0.0030407620949027426,0.18624244641657356
