@relation scarab-weka.filters.unsupervised.attribute.Standardize

@attribute e_changed_log_length numeric
@attribute e_changed_loc_ numeric
@attribute e_loc_ numeric
@attribute e_chang_count_ numeric
@attribute e_bug_count_ numeric
@attribute m_MaxCyclomatic numeric
@attribute m_SumEssential numeric
@attribute m_SumCyclomatic numeric
@attribute m_CountLineBlank numeric
@attribute m_AvgCyclomatic numeric
@attribute m_AvgCyclomaticStrict numeric
@attribute m_AvgCyclomaticModified numeric
@attribute m_SumCyclomaticStrict numeric
@attribute m_CountStmtDecl numeric
@attribute m_CountLineCodeExe numeric
@attribute m_CountLineComment numeric
@attribute m_MaxCyclomaticStrict numeric
@attribute m_CountLineCode numeric
@attribute m_CountStmtExe numeric
@attribute m_MaxCyclomaticModified numeric
@attribute m_CountLineCodeDecl numeric
@attribute m_CountDeclFunction numeric
@attribute m_CountLine numeric
@attribute m_CountDeclClass numeric
@attribute m_CountStmt numeric
@attribute m_SumCyclomaticModified numeric
@attribute md_MaxCyclomatic numeric
@attribute md_SumEssential numeric
@attribute md_SumCyclomatic numeric
@attribute md_CountLineBlank numeric
@attribute md_AvgCyclomatic numeric
@attribute md_AvgCyclomaticStrict numeric
@attribute md_AvgCyclomaticModified numeric
@attribute md_SumCyclomaticStrict numeric
@attribute md_CountStmtDecl numeric
@attribute md_CountLineCodeExe numeric
@attribute md_CountLineComment numeric
@attribute md_MaxCyclomaticStrict numeric
@attribute md_CountLineCode numeric
@attribute md_CountStmtExe numeric
@attribute md_MaxCyclomaticModified numeric
@attribute md_CountLineCodeDecl numeric
@attribute md_CountDeclFunction numeric
@attribute md_CountLine numeric
@attribute md_CountStmt numeric
@attribute md_SumCyclomaticModified numeric
@attribute bug {Y,N}

@data
-0.465933,-0.397043,-0.717975,-0.638636,-0.393173,-0.762936,-0.771454,-0.773515,-0.824367,-0.388457,-0.44356,-0.388457,-0.744107,-0.768717,-0.777728,-0.335683,-0.76518,-0.789637,-0.787029,-0.762936,-0.825105,-0.760736,-0.717935,-0.247989,-0.787451,-0.773515,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.349868,-0.246862,-0.277125,-0.262895,0.02391,-0.61278,-0.551793,-0.39253,0.578013,0.473975,0.578013,-0.551248,-0.474323,-0.490621,0.699589,-0.139438,-0.548266,-0.561165,0.02391,-0.517219,-0.563468,-0.246947,-0.247989,-0.529089,-0.551793,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.199424,-0.032126,-0.165742,-0.135779,-0.027367,-0.199459,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.397043,-0.699855,-0.638636,-0.653729,-0.500654,-0.61278,-0.640482,-0.651632,-0.388457,-0.44356,-0.388457,-0.628391,-0.65096,-0.701166,-0.553636,-0.556599,-0.704831,-0.696683,-0.500654,-0.767376,-0.563468,-0.69982,-0.247989,-0.684107,-0.640482,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.199424,-0.032126,-0.165742,-0.135779,-0.027367,-0.199459,-0.143115,-0.198178,-0.144554,-0.140052,N
-0.465933,-0.397043,-0.758744,-0.638636,-0.653729,-0.500654,-0.771454,-0.729171,-0.910734,0.578013,0.473975,0.578013,-0.705535,-0.739278,-0.720307,-0.626286,-0.556599,-0.730925,-0.71927,-0.500654,-0.748133,-0.760736,-0.758693,-0.247989,-0.735779,-0.729171,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.349868,-0.545837,-0.277125,-0.262895,-0.762936,-0.454106,-0.596138,-0.478897,-0.388457,-0.44356,-0.388457,-0.58982,-0.562641,-0.682026,-0.135894,-0.76518,-0.659166,-0.696683,-0.762936,-0.690405,-0.3662,-0.545843,-0.247989,-0.645352,-0.596138,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.397043,-0.432589,-0.729013,-0.523451,-0.500654,-0.216095,-0.41876,-0.219795,-0.388457,-0.44356,-0.388457,-0.435532,-0.415445,-0.643745,-0.208545,-0.556599,-0.515648,-0.628924,-0.500654,-0.45949,-0.070297,-0.432625,-0.247989,-0.542007,-0.41876,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.397043,-0.36917,-0.638636,-0.523451,-0.238372,-0.136758,-0.330072,-0.565265,-0.388457,-0.44356,-0.388457,-0.358388,-0.327127,-0.490621,-0.081406,-0.348019,-0.417795,-0.448233,-0.238372,-0.401761,0.028337,-0.369223,-0.247989,-0.399908,-0.330072,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,N
-0.465933,-0.302694,0.115532,-0.638636,-0.393173,0.02391,0.259927,-0.10835,0.039307,-0.388457,-0.44356,-0.388457,-0.165529,-0.17993,-0.280075,1.04468,-0.139438,-0.215565,-0.244956,0.02391,-0.209333,0.225605,0.115351,-0.247989,-0.219055,-0.10835,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.265715,-0.032126,-0.119607,-0.135779,-0.027367,-0.061269,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.255519,0.373738,0.626652,1.170162,0.810755,0.97396,0.512471,0.384776,0.578013,0.473975,0.578013,0.528765,0.173343,0.542966,0.590613,1.320627,0.267177,0.681085,0.810755,0.002339,0.422873,0.373489,-0.247989,0.465605,0.512471,-0.027367,-0.124283,-0.140052,-0.110667,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.199424,-0.032126,-0.165742,-0.135779,-0.027367,-0.199459,-0.143115,-0.198178,-0.144554,-0.140052,Y
-0.465933,-0.137582,-1.03054,-0.819391,-0.784006,-1.025217,-0.850791,-0.81786,-0.910734,-1.354926,-1.361095,-1.354926,-0.782679,-0.798156,-0.777728,-1.46177,-0.97376,-0.822255,-0.787029,-1.025217,-0.882833,-0.85937,-1.030417,-0.247989,-0.80037,-0.81786,-0.027367,-0.124283,-0.140052,-0.917273,-0.027133,-0.025485,-0.027133,-0.138552,-0.148359,-0.141861,-0.464589,-0.032126,-0.442552,-0.135779,-0.027367,-1.028595,-0.143115,-0.565498,-0.144554,-0.140052,N
