e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
4.65396,2.302585,5.860786,1.791759,0.693147,,,0.0,3.135494,3.091042,3.931826,0.0,4.488636,1.386294,0.0,1.386294,1.386294,4.094345,4.025352,0.0,,0.0,0.0,4.672829,3.988984,3.433987,,,5.356586,,4.521789,3.135494,4.304065,2.833213,5.860786,,,,,1.098612,4.990433,3.931826,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612,0.0,0.0,1.098612,0.0,0.693147,0.0,0.0,0.0,1
5.056246,1.791759,4.343805,1.098612,1.098612,,,0.0,1.791759,1.386294,2.079442,0.0,2.564949,1.098612,0.0,1.098612,1.098612,2.079442,2.302585,0.0,,0.0,0.0,2.484907,3.091042,1.791759,,,3.78419,,2.397895,1.791759,2.70805,1.386294,4.343805,,,,,0.693147,2.995732,2.079442,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.693147,0.0,0.693147,0.0,0.0,0.0,1
4.127134,3.258097,4.65396,0.693147,0.693147,,,0.0,1.791759,1.609438,2.302585,0.0,3.135494,1.098612,0.0,1.098612,1.098612,2.302585,2.564949,0.0,,0.0,0.0,2.833213,3.465736,1.791759,,,3.951244,,2.772589,1.791759,3.295837,1.609438,4.65396,,,,,0.693147,3.332205,2.302585,,1.098612,0.0,1.098612,1.94591,0.693147,0.693147,0.693147,1.098612,1.386294,2.302585,,1.098612,2.944439,2.197225,1.098612,2.079442,0.0,3.178054,0.0,2.484907,1.098612,0
3.871201,3.951244,4.343805,1.098612,1.098612,,,0.0,0.693147,1.94591,1.94591,0.0,1.609438,0.693147,0.0,0.693147,0.693147,1.94591,3.091042,0.0,,0.0,0.0,1.94591,3.555348,0.693147,,,3.663562,,1.94591,0.693147,3.258097,1.94591,4.343805,,,,,0.693147,3.332205,1.94591,,0.0,1.609438,1.609438,,0.0,0.0,0.0,1.609438,2.833213,1.609438,2.944439,0.0,3.218876,1.609438,0.0,2.833213,1.609438,3.637586,0.0,3.044522,1.609438,0
3.496508,2.772589,4.234107,1.386294,0.693147,,,0.0,1.098612,1.386294,1.609438,0.0,2.079442,0.693147,0.0,0.693147,0.693147,1.609438,2.197225,0.0,,0.0,0.0,2.833213,2.833213,1.098612,,,3.828641,,2.564949,1.098612,3.258097,1.386294,4.234107,,,,,1.098612,3.044522,1.609438,,0.0,0.0,0.0,1.098612,0.0,0.0,0.0,0.0,0.0,1.098612,0.0,0.0,,1.098612,0.0,,0.0,0.693147,0.0,1.098612,0.0,1
4.60517,3.044522,5.796058,3.091042,2.302585,,,0.0,1.94591,2.079442,2.944439,0.0,4.174387,1.098612,0.0,0.693147,1.098612,2.639057,3.526361,0.0,,0.0,0.0,4.770685,4.248495,1.94591,,,5.303305,,4.382027,1.94591,4.234107,2.079442,5.796058,,,,,0.693147,4.727388,2.70805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609438,0.693147,0.0,1.791759,0.0,0.0,0.693147,0.0,1.94591,0.0,0.0,0.0,1
4.553877,2.890372,6.073045,2.890372,1.098612,,,0.0,2.397895,2.484907,3.401197,0.0,4.189655,1.098612,0.0,1.098612,1.098612,3.401197,4.143135,0.0,,0.0,0.0,4.882802,4.691348,2.397895,,,5.57973,,4.70953,2.397895,4.691348,2.484907,6.073045,,,,,0.693147,5.153292,3.401197,,0.0,0.0,1.098612,0.693147,0.0,0.0,0.0,1.098612,0.693147,1.94591,0.693147,0.0,2.079442,1.94591,0.0,0.0,0.0,2.302585,0.0,2.079442,1.098612,0
5.459586,4.488636,5.257495,1.94591,1.609438,,,0.0,0.693147,1.94591,1.94591,0.0,2.833213,0.693147,0.0,0.693147,0.693147,1.94591,1.609438,0.0,,0.0,0.0,3.583519,4.543295,0.693147,,,4.418841,,2.397895,0.693147,3.713572,1.94591,5.257495,,,,,0.693147,2.70805,1.94591,,0.0,0.693147,0.693147,0.693147,0.0,0.0,0.0,0.693147,0.0,1.098612,3.951244,0.0,1.609438,1.098612,0.0,0.693147,0.693147,4.043051,0.0,1.098612,0.693147,0
5.075174,1.791759,4.812184,1.791759,0.693147,,,0.0,1.098612,1.609438,1.791759,0.0,3.433987,0.693147,0.0,0.693147,0.693147,1.791759,1.791759,0.0,,0.0,0.0,3.433987,3.401197,1.098612,,,4.158883,,3.178054,1.098612,3.332205,1.609438,4.812184,,,,,0.693147,3.367296,1.791759,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.098612,0.0,0.0,1.098612,1.098612,0.0,0.0,0.0,0.693147,0.0,1.098612,0.0,0
4.543295,5.010635,5.908083,3.091042,2.70805,,,0.0,2.079442,3.433987,3.663562,0.0,4.521789,0.693147,0.0,0.693147,0.693147,3.663562,3.828641,0.0,,0.0,0.0,4.143135,4.787492,2.079442,,,5.087596,,4.060443,2.079442,4.204693,3.433987,5.908083,,,,,0.693147,4.634729,3.663562,,0.0,,,,0.0,0.0,0.0,,0.0,1.098612,,0.0,,,0.0,,,,0.0,,,0
