e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
44.0,3.0,40.0,2.0,0.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,7.0,12.0,10.0,3.0,27.0,7.0,3.0,9.0,2.0,40.0,1.0,14.0,5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0
44.0,6.0,136.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,23.0,0.0,93.0,0.0,26.0,0.0,0.0,25.0,0.0,136.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,259.0,466.0,15.0,2.0,12.0,31.0,64.0,58.0,4.0,5.0,4.0,70.0,102.0,160.0,77.0,14.0,337.0,130.0,12.0,117.0,13.0,465.0,1.0,232.0,64.0,0.0,8.0,21.0,12.0,-1.0,0.0,-1.0,24.0,38.0,46.0,14.0,0.0,102.0,44.0,0.0,34.0,5.0,125.0,0.0,82.0,21.0,0
26.0,13.0,876.0,16.0,3.0,25.0,80.0,157.0,82.0,6.0,5.0,5.0,134.0,106.0,362.0,199.0,23.0,605.0,264.0,21.0,127.0,25.0,875.0,1.0,370.0,132.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,9.0,5.0,0.0,1.0,0.0,9.0,0.0,6.0,2.0,0
26.0,1.0,2254.0,32.0,5.0,33.0,209.0,336.0,373.0,8.0,9.0,8.0,365.0,281.0,1123.0,213.0,38.0,1709.0,629.0,33.0,381.0,38.0,2255.0,2.0,910.0,328.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0
57.0,5.0,159.0,5.0,0.0,4.0,13.0,21.0,22.0,1.0,2.0,1.0,22.0,29.0,40.0,56.0,4.0,87.0,34.0,4.0,33.0,11.0,159.0,1.0,63.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
26.0,2.0,356.0,7.0,0.0,24.0,22.0,65.0,36.0,4.0,3.0,3.0,55.0,72.0,146.0,55.0,11.0,269.0,111.0,10.0,86.0,15.0,355.0,1.0,183.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,166.0,1247.0,15.0,1.0,16.0,153.0,235.0,35.0,3.0,3.0,3.0,233.0,219.0,458.0,336.0,15.0,887.0,411.0,14.0,220.0,68.0,1247.0,1.0,630.0,218.0,7.0,10.0,10.0,3.0,0.0,0.0,0.0,6.0,1.0,26.0,-7.0,1.0,33.0,18.0,5.0,2.0,-1.0,30.0,0.0,19.0,6.0,0
26.0,6.0,169.0,5.0,0.0,8.0,19.0,22.0,15.0,5.0,6.0,5.0,27.0,40.0,49.0,42.0,11.0,113.0,41.0,8.0,44.0,4.0,169.0,1.0,81.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,124.0,223.0,7.0,0.0,9.0,22.0,38.0,22.0,2.0,3.0,2.0,39.0,37.0,89.0,37.0,11.0,165.0,64.0,9.0,43.0,13.0,224.0,1.0,101.0,36.0,0.0,-2.0,-4.0,-8.0,0.0,1.0,0.0,-1.0,-4.0,-11.0,-18.0,2.0,-18.0,-11.0,0.0,-4.0,-2.0,-44.0,0.0,-15.0,-4.0,0
26.0,2.0,331.0,2.0,0.0,12.0,14.0,51.0,15.0,6.0,8.0,6.0,64.0,19.0,176.0,69.0,17.0,254.0,148.0,12.0,29.0,8.0,331.0,1.0,167.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,8.0,1439.0,24.0,1.0,73.0,118.0,290.0,67.0,9.0,5.0,5.0,167.0,153.0,937.0,159.0,39.0,1236.0,463.0,35.0,178.0,30.0,1440.0,1.0,616.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
