e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
48.0,61.0,371.0,15.0,5.0,-1.0,-1.0,0.0,4.0,40.0,45.0,0.0,74.0,1.0,0.0,1.0,1.0,45.0,52.0,0.0,-1.0,0.0,0.0,70.0,120.0,4.0,-1.0,-1.0,178.0,-1.0,66.0,4.0,68.0,38.0,371.0,-1.0,-1.0,-1.0,-1.0,1.0,118.0,45.0,-1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,5.0,1.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,0
187.0,30.0,73.0,7.0,6.0,-1.0,-1.0,0.0,1.0,4.0,4.0,0.0,9.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,-1.0,0.0,0.0,23.0,24.0,1.0,-1.0,-1.0,40.0,-1.0,5.0,1.0,12.0,4.0,73.0,-1.0,-1.0,-1.0,-1.0,1.0,9.0,4.0,-1.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,1
138.0,3.0,308.0,21.0,9.0,-1.0,-1.0,0.0,4.0,14.0,20.0,0.0,77.0,1.0,0.0,1.0,1.0,20.0,30.0,0.0,-1.0,0.0,0.0,77.0,73.0,4.0,-1.0,-1.0,157.0,-1.0,64.0,4.0,63.0,14.0,307.0,-1.0,-1.0,-1.0,-1.0,1.0,94.0,20.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0
173.0,19.0,125.0,6.0,5.0,-1.0,-1.0,0.0,4.0,4.0,9.0,0.0,26.0,2.0,0.0,2.0,2.0,9.0,14.0,0.0,-1.0,0.0,0.0,22.0,36.0,4.0,-1.0,-1.0,63.0,-1.0,22.0,4.0,33.0,4.0,125.0,-1.0,-1.0,-1.0,-1.0,1.0,36.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1
37.0,2.0,394.0,24.0,9.0,-1.0,-1.0,0.0,3.0,23.0,27.0,0.0,75.0,1.0,0.0,1.0,1.0,27.0,40.0,0.0,-1.0,0.0,0.0,53.0,156.0,3.0,-1.0,-1.0,165.0,-1.0,53.0,3.0,88.0,19.0,394.0,-1.0,-1.0,-1.0,-1.0,1.0,93.0,27.0,-1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0
61.0,228.0,132.0,5.0,3.0,-1.0,-1.0,0.0,2.0,7.0,13.0,0.0,28.0,1.0,0.0,1.0,1.0,13.0,23.0,0.0,-1.0,0.0,0.0,39.0,18.0,2.0,-1.0,-1.0,86.0,-1.0,33.0,2.0,33.0,7.0,132.0,-1.0,-1.0,-1.0,-1.0,1.0,56.0,13.0,-1.0,0.0,0.0,2.0,-28.0,0.0,0.0,0.0,2.0,12.0,24.0,-49.0,0.0,27.0,18.0,0.0,13.0,0.0,-50.0,0.0,30.0,2.0,0
48.0,10.0,112.0,4.0,1.0,-1.0,-1.0,0.0,3.0,13.0,15.0,0.0,19.0,1.0,0.0,1.0,1.0,15.0,21.0,0.0,-1.0,0.0,0.0,33.0,15.0,3.0,-1.0,-1.0,78.0,-1.0,33.0,3.0,29.0,13.0,112.0,-1.0,-1.0,-1.0,-1.0,1.0,54.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
104.0,5.0,89.0,3.0,3.0,-1.0,-1.0,0.0,1.0,10.0,10.0,0.0,17.0,1.0,0.0,1.0,1.0,10.0,8.0,0.0,-1.0,0.0,0.0,17.0,23.0,1.0,-1.0,-1.0,49.0,-1.0,17.0,1.0,20.0,10.0,89.0,-1.0,-1.0,-1.0,-1.0,1.0,25.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
156.0,17.0,239.0,6.0,4.0,-1.0,-1.0,0.0,3.0,7.0,9.0,0.0,48.0,1.0,0.0,1.0,1.0,9.0,27.0,0.0,-1.0,0.0,0.0,71.0,52.0,3.0,-1.0,-1.0,141.0,-1.0,63.0,3.0,61.0,7.0,239.0,-1.0,-1.0,-1.0,-1.0,1.0,90.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1
100.0,3.0,108.0,3.0,1.0,-1.0,-1.0,0.0,2.0,4.0,5.0,0.0,11.0,1.0,0.0,1.0,1.0,5.0,14.0,0.0,-1.0,0.0,0.0,42.0,19.0,2.0,-1.0,-1.0,78.0,-1.0,31.0,2.0,32.0,4.0,108.0,-1.0,-1.0,-1.0,-1.0,1.0,45.0,5.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1
