e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
-0.574457,-0.282291,-0.632243,-1.057988,-1.022799,-0.596061,-0.78359,-0.643739,-0.515644,-1.051816,-0.639504,-1.054481,-0.708824,-0.808653,-0.536314,-0.533659,-0.722446,-0.60006,-0.546545,-0.823171,-0.692417,-0.588491,-0.6316,-0.40825,-0.621971,-0.705409,-0.044636,-0.477067,-0.52573,-0.217956,-0.051447,-0.077683,-0.043224,-0.749315,-0.556385,-0.431735,-0.247189,-0.031433,-0.50458,-0.494243,-0.038392,-0.40366,-0.700009,-0.502459,-0.073596,-0.537882,-0.605723,0
-0.574457,-0.335945,0.031476,-0.358476,-0.495393,0.146568,0.062251,0.050045,-0.319951,-0.146334,-0.189736,-0.045181,0.142289,0.192603,-0.063486,0.147493,0.411959,0.009053,0.001845,0.535125,0.041148,0.2013,0.031609,-0.40825,0.045525,0.142262,-0.421751,-0.477067,-0.344434,-0.217956,-0.051447,-0.077683,-0.043224,-0.354592,-0.159784,-0.431735,-0.247189,-0.376674,-0.322103,-0.387873,-0.506911,-0.139366,-0.119019,-0.317929,-0.073596,-0.321349,-0.38482,0
-0.574457,-0.346676,-0.634568,-0.158615,2.141635,-0.596061,-0.78359,-0.629434,-0.515644,-1.051816,-1.089273,-1.054481,-0.700718,-0.776698,-0.527265,-0.560445,-0.722446,-0.590665,-0.531312,-0.823171,-0.692417,-0.532078,-0.633923,-0.40825,-0.602482,-0.687932,-0.044636,-0.155936,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.159784,-0.198464,-0.129996,-0.031433,-0.185246,-0.175132,-0.038392,-0.139366,-0.119019,-0.207211,-0.073596,-0.176994,-0.163917,1
1.683872,-0.357407,0.449933,0.341037,0.032012,-0.131918,0.712898,0.579324,0.108129,-0.146334,-0.189736,-0.045181,0.709697,0.94887,0.246454,0.453629,-0.125391,0.436528,0.376578,0.025764,0.71569,0.765437,0.450905,1.000319,0.518131,0.762723,-0.044636,-0.798197,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.159784,-0.120707,-0.129996,-0.031433,-0.139627,-0.068761,-0.038392,-0.139366,-0.119019,-0.170305,-0.073596,-0.104816,-0.163917,0
-0.574457,-0.282291,0.376703,-0.158615,1.61423,0.053739,0.517704,0.89403,-0.01418,1.664631,1.609339,1.97342,1.098777,0.767792,0.450064,0.166627,0.232842,0.492898,0.662959,0.365338,0.176057,0.144886,0.383539,-0.40825,0.705712,1.155972,-0.044636,0.165195,0.380749,-0.510488,2.556519,-0.077683,3.517327,0.434854,0.038517,0.26808,-0.129996,-0.031433,0.134089,0.782202,-0.038392,-0.007219,-0.119019,0.014225,-0.073596,0.544782,0.498791,0
-0.574457,-0.346676,0.022177,-1.057988,-1.022799,0.239396,-0.149209,0.27177,-0.234335,1.664631,1.609339,1.468769,0.39357,-0.318677,0.253241,-0.166296,0.352253,0.162506,0.24862,0.365338,-0.372009,-0.221803,0.022317,-0.40825,0.125916,0.299562,-0.044636,-0.155936,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.159784,-0.198464,-0.129996,-0.031433,-0.185246,-0.175132,-0.038392,-0.139366,-0.119019,-0.207211,-0.073596,-0.176994,-0.163917,0
1.683872,-0.346676,0.002416,0.540898,1.086824,-0.410404,-0.57213,-0.457776,-0.30772,-0.599075,-0.639504,-0.549831,-0.506178,-0.446496,-0.398312,0.843952,-0.364213,-0.326038,-0.421634,-0.483597,0.083307,-0.278216,0.002571,1.000319,-0.439262,-0.486937,-0.044636,-0.155936,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.159784,-0.198464,-0.129996,-0.031433,-0.185246,-0.175132,-0.038392,-0.139366,-0.119019,-0.207211,-0.073596,-0.176994,-0.163917,0
1.565012,-0.335945,-0.662465,-0.958058,-0.495393,-0.735304,-0.864921,-0.700958,-0.552337,-1.051816,-1.089273,-1.054481,-0.781776,-0.904517,-0.583823,-0.426511,-0.901562,-0.681484,-0.604431,-1.077851,-0.85262,-0.673112,-0.66296,-0.40825,-0.690182,-0.775321,-0.044636,-0.155936,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.159784,-0.198464,-0.012804,-0.031433,-0.185246,-0.175132,-0.038392,-0.139366,-0.119019,-0.170305,-0.073596,-0.176994,-0.163917,0
-0.574457,-0.335945,0.318584,1.939923,2.141635,-0.085504,0.599034,0.207398,0.26713,-0.146334,-0.189736,-0.045181,0.328723,0.69323,0.122025,-0.059148,0.053726,0.400514,0.126756,0.110658,1.348074,0.342334,0.317334,1.000319,0.259903,0.334518,-0.044636,-0.155936,-0.163139,-0.217956,-0.051447,-0.077683,-0.043224,-0.15723,-0.358085,-0.198464,-0.129996,-0.031433,-0.230865,-0.175132,-0.038392,-0.271513,-0.119019,-0.244117,-0.073596,-0.249171,-0.163917,0
1.683872,-0.325214,-0.641542,-0.058684,0.032012,-0.456818,-0.718525,-0.607977,-0.515644,-0.599075,-0.639504,-0.549831,-0.668295,-0.798001,-0.504641,-0.606366,-0.483624,-0.578138,-0.513032,-0.56849,-0.692417,-0.588491,-0.642053,-0.40825,-0.592738,-0.661715,0.332479,0.165195,0.018157,0.074576,-0.051447,-0.077683,-0.043224,0.237493,-0.159784,-0.120707,-0.129996,0.659049,-0.139627,0.037609,0.430128,-0.139366,-0.119019,-0.133399,-0.073596,-0.032639,0.056986,0
