e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
-1.159456,-0.380332,-0.848867,-0.908493,-0.709687,-0.02357,-0.02357,-0.02357,-0.751763,-0.681918,-0.740073,-0.02357,-0.930752,-0.53479,0.02357,-0.529515,-0.522206,-0.739774,-0.783609,-0.02357,-0.02357,-0.02357,-0.02357,-0.697606,-0.686183,-0.700486,-0.02357,-0.02357,-0.73999,-0.02357,-0.740907,-0.735758,-0.641172,-0.717161,-0.848499,-0.02357,-0.02357,-0.02357,-0.02357,1.840375,-0.773878,-0.739197,-0.02357,-0.001659,-0.077074,-0.057374,0.029284,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,-0.063396,-0.040393,-0.014347,-0.075282,-0.044684,-0.011391,-0.089163,-0.081424,-0.052618,0.003366,-0.051046,-0.062645,0
-0.979475,0.821237,-0.742563,-0.659856,-0.709687,-0.02357,-0.02357,-0.02357,0.203699,-0.101523,-0.340394,-0.02357,-0.930752,0.171981,0.02357,0.145026,0.196426,-0.345418,-0.741047,-0.02357,-0.02357,-0.02357,-0.02357,-0.479696,-0.538396,0.15362,-0.02357,-0.02357,-0.641615,-0.02357,-0.515787,0.260941,-0.957706,-0.483262,-0.742195,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,-0.603838,-0.330707,-0.02357,-0.001659,-0.077074,-0.057374,-0.103488,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,0.045907,0.108368,-0.014347,-0.075282,-0.589057,-0.011391,-0.25095,-0.081424,0.02293,0.003366,-0.429943,-0.062645,0
-0.374087,-0.380332,-0.823556,-0.535537,-0.201962,-0.02357,-0.02357,-0.02357,-0.751763,-0.681918,-0.690113,-0.02357,-0.788021,-0.53479,0.02357,0.145026,-0.522206,-0.641185,-0.82617,-0.02357,-0.02357,-0.02357,-0.02357,-0.775431,-0.538396,-0.700486,-0.02357,-0.02357,-0.838366,-0.02357,-0.781838,-0.735758,-0.825817,-0.717161,-0.823189,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,-0.816388,-0.688135,-0.02357,-0.001659,-0.077074,-0.057374,0.029284,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,-0.063396,-0.040393,-0.014347,-0.075282,-0.044684,-0.011391,-0.089163,-0.081424,-0.052618,0.003366,-0.051046,-0.062645,0
1.082119,-0.323787,0.254668,0.956287,0.559626,-0.02357,-0.02357,-0.02357,-0.512898,1.142181,0.508925,-0.02357,0.47277,-0.53479,0.02357,-0.529515,-0.522206,0.492589,0.748613,-0.02357,-0.02357,-0.02357,-0.02357,-0.152831,-0.27238,-0.486959,-0.02357,-0.02357,0.449464,-0.02357,0.057246,-0.486583,1.310789,1.621832,0.255044,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,0.288871,0.537334,-0.02357,-0.001659,-0.077074,-0.057374,0.427599,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,0.264515,-0.040393,-0.014347,0.108498,0.363596,-0.011391,-0.089163,-0.081424,0.098478,0.003366,0.233127,-0.062645,0
-1.175818,-0.366196,-0.853929,-0.908493,-0.709687,-0.02357,-0.02357,-0.02357,-0.990629,-0.681918,-0.790033,-0.02357,-0.788021,-0.53479,0.02357,-0.529515,-0.522206,-0.789068,-0.868732,-0.02357,-0.02357,-0.02357,-0.02357,-0.837691,-0.627069,-0.914012,-0.02357,-0.02357,-0.838366,-0.02357,-0.843234,-0.984932,-0.693928,-0.717161,-0.853562,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,-0.873068,-0.790258,-0.02357,-0.001659,-0.077074,-0.057374,-0.103488,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,0.155211,-0.040393,-0.014347,0.047238,0.227503,-0.011391,-0.089163,-0.081424,-0.027435,0.003366,0.138403,-0.062645,1
-0.93039,-0.380332,1.464506,-0.535537,-0.201962,-0.02357,-0.02357,-0.02357,0.442565,-0.101523,0.309085,-0.02357,1.400523,0.171981,0.02357,0.145026,0.196426,0.344706,1.301916,-0.02357,-0.02357,-0.02357,-0.02357,3.162514,-0.213265,0.580673,-0.02357,-0.02357,2.282832,-0.02357,3.434048,0.510116,1.284411,0.101486,1.45983,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,2.811128,0.333089,-0.02357,-0.001659,-0.077074,0.254632,0.029284,0.002556,-0.010135,-0.003897,0.251568,-0.056945,-0.063396,-0.040393,-0.014347,-0.075282,0.091409,-0.011391,-0.089163,-0.081424,-0.052618,0.003366,0.043678,0.25953,0
-0.079573,-0.182426,0.958298,1.453561,-0.455824,-0.02357,-0.02357,-0.02357,1.159162,-0.01861,0.458965,-0.02357,0.496559,0.171981,0.02357,0.145026,0.196426,0.443295,1.472162,-0.02357,-0.02357,-0.02357,-0.02357,1.045674,0.658679,1.007726,-0.02357,-0.02357,1.138095,-0.02357,1.264709,1.25764,1.389922,0.218436,0.958679,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,1.36579,0.486273,-0.02357,-0.997243,-0.077074,-1.305399,0.029284,0.002556,-0.010135,-0.003897,-1.327309,-0.056945,-0.50061,-0.040393,-1.007572,-0.565361,-0.589057,-1.036551,-0.089163,-0.081424,-0.254079,0.003366,-0.429943,-1.351345,0
0.722158,-0.380332,-0.292037,-0.784174,-0.963549,-0.02357,-0.02357,-0.02357,-0.274032,-0.184437,-0.240474,-0.02357,-0.026789,-0.53479,0.02357,-0.529515,-0.522206,-0.246829,0.195311,-0.02357,-0.02357,-0.02357,-0.02357,-0.152831,-0.567954,-0.273433,-0.02357,-0.02357,-0.167622,-0.02357,-0.00415,-0.237408,-0.139993,-0.015463,-0.291666,-0.02357,-0.02357,-0.02357,-0.02357,1.840375,0.062151,-0.228584,-0.02357,-0.001659,-0.077074,-0.057374,0.162055,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,0.045907,-0.040393,-0.014347,-0.014022,0.091409,-0.011391,-0.089163,-0.081424,-0.002252,0.003366,0.043678,-0.062645,0
-1.159456,-0.253107,-0.631197,-0.908493,-0.709687,-0.02357,-0.02357,-0.02357,-0.512898,-0.433178,-0.390353,-0.02357,-0.47877,-0.53479,0.02357,-0.529515,-0.522206,-0.394712,-0.655923,-0.02357,-0.02357,-0.02357,-0.02357,-0.635346,-0.508839,-0.486959,-0.02357,-0.02357,-0.632671,-0.02357,-0.638579,-0.486583,-0.614794,-0.366312,-0.630828,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,-0.660518,-0.381768,-0.02357,-0.001659,-0.077074,0.254632,0.029284,0.002556,-0.010135,-0.003897,0.251568,0.213507,0.155211,-0.003202,-0.014347,0.292278,0.227503,-0.011391,0.396199,-0.081424,0.123661,0.003366,0.233127,0.25953,1
-1.077646,-0.380332,0.178737,-0.038263,-0.201962,-0.02357,-0.02357,-0.02357,-0.274032,0.395959,0.009326,-0.02357,0.425193,-0.53479,0.02357,-0.529515,-0.522206,-0.000356,0.40812,-0.02357,-0.02357,-0.02357,-0.02357,0.033949,0.274432,-0.273433,-0.02357,-0.02357,0.0023,-0.02357,0.282367,-0.237408,-0.06086,0.452335,0.179112,-0.02357,-0.02357,-0.02357,-0.02357,-0.30653,0.331381,0.026722,-0.02357,-0.001659,-0.077074,-0.057374,0.029284,0.002556,-0.010135,-0.003897,-0.064208,-0.056945,-0.063396,-0.040393,-0.014347,-0.197802,-0.044684,-0.011391,-0.412738,-0.081424,-0.102983,0.003366,-0.051046,-0.062645,0
