e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
0.261905,0.003287,0.057649,0.313725,0.583333,0.163636,0.045455,0.05533,0.041602,0.5625,0.666667,0.6,0.073786,0.094868,0.050878,0.031518,0.25974,0.063054,0.055014,0.395604,0.078714,0.023333,0.057544,0.0,0.064092,0.067327,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,1
0.714286,0.00526,0.038526,0.019608,0.0,0.036364,0.05615,0.031733,0.047766,0.125,0.2,0.133333,0.042718,0.090202,0.026343,0.018288,0.058442,0.039337,0.026092,0.087912,0.079823,0.046667,0.038316,0.0,0.038072,0.038614,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.191489,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.542918,0.333333,0.475,0.580645,0
0.261905,0.003287,0.016732,0.196078,0.083333,0.009091,0.029412,0.011391,0.001541,0.0625,0.066667,0.066667,0.013592,0.010886,0.008006,0.025681,0.012987,0.01157,0.006287,0.021978,0.017738,0.036667,0.016702,0.0,0.006847,0.013861,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.001972,0.022778,0.019608,0.166667,0.054545,0.029412,0.025224,0.021572,0.25,0.333333,0.266667,0.034951,0.018663,0.019628,0.015175,0.103896,0.022561,0.021063,0.131868,0.018847,0.023333,0.022737,0.0,0.02109,0.030693,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,1
0.690476,0.001972,0.081552,0.176471,0.083333,0.031818,0.200535,0.076485,0.024653,0.0625,0.133333,0.066667,0.103883,0.160187,0.040289,0.089105,0.090909,0.066718,0.043068,0.076923,0.114191,0.17,0.081404,0.0,0.065188,0.093069,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.157791,0.285433,0.509804,0.166667,0.086364,0.52139,0.248169,0.389831,0.1875,0.2,0.2,0.306796,0.471229,0.178202,0.191829,0.12987,0.260509,0.169444,0.175824,0.450111,0.286667,0.284772,0.0,0.230074,0.289109,0.632353,0.649123,0.619469,0.690909,0.5,0.428571,0.4,0.820755,0.462264,0.677903,0.31383,0.780488,0.768519,0.682243,0.75,0.625698,0.375,0.813305,0.333333,0.609375,0.72043,0
0.261905,0.001972,0.314258,0.647059,0.416667,0.154545,0.569519,0.276648,0.583975,0.5,0.6,0.533333,0.360194,0.433904,0.287448,0.081323,0.253247,0.326456,0.200251,0.373626,0.41796,0.126667,0.313825,0.166667,0.250342,0.328713,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.679245,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.005917,0.119094,0.372549,0.25,0.113636,0.205882,0.12856,0.120185,0.375,0.333333,0.333333,0.131068,0.167963,0.091942,0.075486,0.142857,0.114346,0.085508,0.230769,0.135255,0.083333,0.118737,0.0,0.103533,0.134653,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.026298,0.169854,0.313725,0.083333,0.072727,0.40107,0.187144,0.049307,0.1875,0.2,0.2,0.221359,0.332815,0.116477,0.12607,0.097403,0.167374,0.127004,0.153846,0.238359,0.223333,0.169544,0.0,0.168721,0.210891,0.632353,0.438596,0.424779,0.218182,0.5,0.428571,0.4,0.603774,0.339623,0.449438,0.180851,0.756098,0.534722,0.46729,0.733333,0.480447,0.3,0.495708,0.333333,0.425,0.516129,0
0.690476,0.000657,0.001547,0.0,0.0,0.013636,0.008021,0.004068,0.006163,0.0625,0.066667,0.066667,0.004854,0.00311,0.002324,0.0,0.019481,0.003085,0.003458,0.032967,0.005543,0.01,0.001544,0.0,0.003013,0.00495,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.228723,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.053912,0.00703,0.039216,0.0,0.004545,0.008021,0.002441,0.001541,0.0625,0.066667,0.066667,0.002913,0.00311,0.0,0.019844,0.006494,0.000386,0.0,0.010989,0.004435,0.01,0.006877,0.0,0.0,0.00297,0.632353,0.508772,0.486726,0.272727,0.5,0.428571,0.4,0.669811,0.396226,0.490637,0.308511,0.756098,0.585648,0.518692,0.733333,0.513966,0.35,0.600858,0.333333,0.478125,0.591398,1
0.261905,0.001972,0.03473,0.215686,0.5,0.072727,0.026738,0.045566,0.029276,0.5,0.666667,0.533333,0.070874,0.060653,0.033833,0.01751,0.162338,0.038565,0.038353,0.175824,0.039911,0.023333,0.034667,0.0,0.04355,0.055446,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,1
0.261905,0.025641,0.06257,0.117647,0.083333,0.004545,0.074866,0.022783,0.049307,0.0625,0.066667,0.066667,0.027184,0.041991,0.0,0.147082,0.006494,0.00752,0.0,0.010989,0.045455,0.093333,0.062316,0.0,0.006847,0.027723,0.632353,0.508772,0.486726,0.254545,0.5,0.428571,0.4,0.669811,0.396226,0.490637,0.388298,0.756098,0.585648,0.518692,0.733333,0.50838,0.35,0.630901,0.333333,0.478125,0.591398,0
0.261905,0.001972,0.021654,0.156863,0.083333,0.027273,0.02139,0.018714,0.006163,0.125,0.133333,0.133333,0.02233,0.059098,0.010589,0.021401,0.038961,0.019861,0.012575,0.065934,0.044346,0.026667,0.021614,0.0,0.020816,0.022772,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.010519,0.041057,0.254902,0.083333,0.031818,0.082888,0.039056,0.026194,0.0625,0.133333,0.066667,0.057282,0.083981,0.037448,0.028405,0.051948,0.043772,0.034895,0.076923,0.046563,0.086667,0.040982,0.333333,0.044645,0.047525,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.583333,0.518692,0.733333,0.502793,0.325,0.560086,0.333333,0.475,0.580645,1
0.261905,0.001972,0.006187,0.019608,0.0,0.018182,0.018717,0.00895,0.004622,0.0625,0.066667,0.066667,0.01068,0.012442,0.003616,0.004669,0.025974,0.006556,0.004401,0.043956,0.013304,0.023333,0.006175,0.0,0.005478,0.010891,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,0
0.261905,0.000657,0.015889,0.176471,0.333333,0.040909,0.048128,0.019528,0.010786,0.125,0.133333,0.133333,0.024272,0.021773,0.013171,0.009339,0.064935,0.017354,0.01509,0.098901,0.021064,0.03,0.01586,0.0,0.016434,0.023762,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,1
0.261905,0.026298,0.139623,0.27451,0.166667,0.077273,0.360963,0.165989,0.052388,0.1875,0.2,0.2,0.196117,0.287714,0.096074,0.118677,0.058442,0.131315,0.116944,0.098901,0.201774,0.193333,0.139368,0.333333,0.152013,0.193069,0.632353,0.614035,0.548673,0.254545,0.5,0.428571,0.4,0.735849,0.443396,0.546816,0.287234,0.756098,0.648148,0.584112,0.733333,0.530726,0.375,0.645923,0.333333,0.5375,0.666667,0
0.261905,0.000657,0.042745,0.196078,0.083333,0.086364,0.045455,0.056957,0.021572,0.375,0.466667,0.4,0.07767,0.093313,0.036932,0.017899,0.142857,0.050328,0.042439,0.208791,0.06541,0.036667,0.042667,0.0,0.052862,0.069307,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.490637,0.223404,0.756098,0.581019,0.518692,0.733333,0.497207,0.325,0.55794,0.333333,0.475,0.580645,1
0.261905,0.00526,0.007874,0.019608,0.0,0.009091,0.016043,0.007323,0.024653,0.0625,0.066667,0.066667,0.009709,0.018663,0.005424,0.002724,0.019481,0.007906,0.005659,0.021978,0.01663,0.02,0.008,0.0,0.007669,0.008911,0.632353,0.491228,0.477876,0.236364,0.5,0.428571,0.4,0.660377,0.386792,0.498127,0.223404,0.756098,0.583333,0.523364,0.733333,0.49162,0.325,0.560086,0.333333,0.478125,0.580645,0
