project,cls_boot,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
camel-1.2,RandomForestClassifier(random_state=0)0,0.002640541002420496,0.004770104849653691,0.0,0.009687535109350552,0.0020523215853200582,0.0066043280828258725,0.028800011918955568,0.01731251048929864,0.001541438485940292,0.0047170570641623935,0.009027640004629568,0.002004315511867745,0.0010549029009830236,0.06067183835160964,0.01449142613180252,0.0,0.0,0.0036972540563736177,0.0,0.008170625577945696
camel-1.2,RandomForestClassifier(random_state=0)1,0.0017866209962530987,0.004219826439133141,0.005879426088505318,0.009819409521126312,0.0012446572360841524,0.003182715873225197,0.01256356347589799,0.012533237608227355,0.0013180158261059515,0.01384391413930247,0.013474604845184875,0.0,0.0040171315494731494,0.015221480857072431,0.01791473437591954,0.0,0.00018902574540009985,0.016754757461394907,-5.4161893385491486e-05,0.011545336222108097
camel-1.2,RandomForestClassifier(random_state=0)2,0.002074301684643256,0.0021111437639113806,0.004436147213845713,0.007912631109542639,0.0010695332214870712,0.0003520694084589815,0.021232282985895842,0.007805473257816371,0.008553856785001002,0.0034327865642872404,0.005323177993174526,0.0,0.0017856555161146926,0.04064211187030971,0.006906734012073943,0.0,-8.649855529737405e-05,0.0074407625960868275,0.0057740857583661095,0.01086412032372531
camel-1.2,RandomForestClassifier(random_state=0)3,0.0006229860976489609,0.0,0.0167120620444053,0.009814722949463919,0.003792470090041369,0.0019874576036863177,0.03091879327567054,0.019075604194833683,0.0016968935002642383,0.004733486483748042,0.012324488299826792,0.00453403926426736,0.0001927574232867979,0.021135541927822375,0.01272933847239751,0.0,0.0,0.017406235905145773,0.0,0.07375116486725453
camel-1.2,RandomForestClassifier(random_state=0)4,0.0006944936574303995,0.0011761214992938207,0.00742926136448995,0.011928766496521782,0.005870157650580094,0.00051451649764644,0.025516677294085098,0.02287180952927852,0.021943553322328495,0.0037097082501990107,0.011706423793485632,0.0,0.002776059147225287,0.048046119481789704,0.0160754389513913,0.0,-0.00017620572775778331,0.009330010994787554,0.0020046738213395487,0.011446256289581598
camel-1.2,RandomForestClassifier(random_state=0)5,0.0007458967087737279,0.0,0.016132214359462153,0.013159202082654482,0.004579972142592772,0.008921191106364966,0.03456914791387905,0.03830677792516426,0.018745074309008757,0.005900920854382572,0.020888080558729292,0.0016782675947408876,0.0007458967087737279,0.02479291899126019,0.005551767894971222,0.0,0.0,0.010900820471379826,0.0022372684560673316,0.002700871918159966
camel-1.2,RandomForestClassifier(random_state=0)6,0.0025141312736700616,0.0,-0.00017295844022704898,0.0056927584556872276,0.0022222902945306534,0.0030343606466292973,0.03440101537336761,0.024094323007659832,0.002852772140613431,0.0117326813375312,0.012682198381020386,0.008252788768536452,0.0,0.03306379368690393,0.016728689569331472,0.0,-2.170069975404587e-05,0.04211974442844539,0.00262180369970594,0.008575341364196363
camel-1.2,RandomForestClassifier(random_state=0)7,0.0007532580011941059,0.002128155782178287,0.0,0.004629057487104311,0.001945557622889913,0.0031106440637547594,0.02575682743914745,0.012620059026326968,0.005839047938553956,0.005009900579139126,0.006872900412160008,0.0,0.001411536178708217,0.046088935523092574,0.003906180639989598,0.0018829256500437364,0.0,0.008336579370043945,0.0,0.0360394191465559
camel-1.2,RandomForestClassifier(random_state=0)8,-0.0005544620183669124,0.0037389286315617862,0.0,0.007761882356346881,0.0007461926150399556,0.00264073134061674,0.023152689417199897,0.01213256402241321,0.008118421284457633,0.008229609652400932,0.00888625273028469,0.0016105304380289365,0.0,0.009893253788593577,0.01715536554567345,0.0,0.00035481001129926247,0.006406977240165137,0.003631808541876458,0.01700816637452919
camel-1.2,RandomForestClassifier(random_state=0)9,0.0,0.0036013821114695556,0.0,0.009011062393991196,0.0038532387657489496,0.0,0.027950900453280553,0.007393079544787949,0.003290329586236602,0.007690063671886218,0.0038694874020527782,0.004055974268185661,0.002069512112817029,0.009962766659252265,0.015565685271064127,0.0,0.0,0.00785905721026793,0.0006028066967237366,0.021983158187731798
camel-1.2,RandomForestClassifier(random_state=0)10,0.0012477754709182998,0.002346139625558723,0.0020119102565546144,0.012942434626400665,0.0032620263414669904,0.0038493163103846583,0.02957096350440095,0.011963996126016388,0.04245314907652051,0.009490912318986853,0.003065171907490467,0.0,0.0061060387162764004,0.06346399663177055,0.0055320250608254275,0.0,0.0,0.0049894296882801335,0.0,0.003256590566868449
camel-1.2,RandomForestClassifier(random_state=0)11,0.0031111711869163507,0.001331288017400487,0.003110262617531534,0.01028403262153764,0.0022342665667361406,0.0035650531033726684,0.033194762296647994,0.014348416480439346,0.00047498103374346015,0.017680200805966044,0.00658930317618899,0.002282144166833273,0.0041914719773674895,0.01751498395621156,0.012908695040386936,0.0,-9.455229924051344e-05,0.01953437121873493,0.0019764673532231304,0.006959119804422431
camel-1.2,RandomForestClassifier(random_state=0)12,0.003371598610669171,0.0006223586613537257,0.009786968253172837,0.010473281586969984,0.004466862594895984,0.0,0.013194130863958108,0.0239006540174954,0.009875690219650402,0.005773288710183819,0.011843493087478585,0.0,0.0032896838024566444,0.05703728745020568,0.015080455774506901,0.0,0.004726233471470542,0.007417253814265079,0.0003411037461830624,0.008067708753757135
camel-1.2,RandomForestClassifier(random_state=0)13,0.0001850874535761893,0.0023713744998571863,0.0,0.026832316044891284,0.0012077337145485689,0.002560096908260596,0.015736588854971575,0.0195560598184633,0.006040617051162442,0.0007610791685094975,0.006478162217895731,0.0,0.0014344140039332443,0.023083443317977695,0.004563374373762583,0.0,0.0,0.005096421956234081,0.0,0.007704109878180146
